"country_name","country_code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"tajikistan","tjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,138786,138790,138790,138790,138790,138790,138790,138790,138790,138790,NA,NA
"turkmenistan","tkm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,NA,NA
"latin america & the caribbean (ida & ibrd countries)","tla",NA,19947129.61,19947129.61,19947129.61,19947129.61,19947129.61,19947129.61,19947129.61,19947129.61,19947129.61,19947129.61,19947129.61,19947129.61,19947129.61,19947129.61,19947269.61,19947139.61,19947139.61,19947139.61,19947139.61,19947049.61,19947049.61,19947049.61,19947049.61,19947049.61,19947049.61,19947049.61,19947049.61,19947049.61,19947049.61,19947049.61,19947049.61,19947049.61,19947049.61,19947049.61,19947049.61,19947049.61,19947049.61,19918569.61,19918569.61,19918569.61,19918569.61,19918569.61,19918569.61,19918569.61,19918569.61,19918569.61,19918569.61,19918569.61,19918569.61,19918569.61,19918569.61,19918569.61,19918569.61,19918349.61,19918349.61,19918349.61,19918349.61,19918409.61,19918297.63,19918297.63,19918297.63,19917009.67,NA,NA,NA
"timor-leste","tls",NA,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,NA,NA
"middle east, north africa, afghanistan & pakistan (ida & ibrd)","tmn",NA,10061070,10061070,10061070,10061070,10061070,10061070,10061070,10061070,10061070,10061070,10061070,10061070,10061030,10061030,10061030,10061030,10061030,10061030,10061030,10061030,10061030,10061030,10061030,10061030,10061030,10061030,10061030,10061030,10061030,10061030,10061030,10061030,10061030,10061030,10061030,10061030,10061030,10061030,10061030,10061030,10061030,10061030,10060840,10060820,10060820,10060880,10060890,10060890,10058380,10058370,10058370,10058370,10058178,10058178,10058179,10058179,10051919,10051919,10051933,10051933,10051933,10053482.71,NA,NA,NA
"tonga","ton",NA,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,NA,NA
"south asia (ida & ibrd)","tsa",NA,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3349170,3349170,3349170,3349170,3349170,3349170,3349520,3349520,3349520,3349520,3347837,3347837,3347837,3347837,3347837,3347837,3347837,3347837,3347837,3347837,3347837,3347020,3347047,3347047,3347014,3347014.47,3347010,3347010,3347010,NA,NA,NA
"sub-saharan africa (ida & ibrd countries)","tss",NA,20141191,20141191,20141191,20141191,20141191,20141191,20141191,20141191,20141191,20141191,20141191,20141191,20141191,20140791,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,21241391,21241391,21241391,21241391,21241391,21241391,21241391,21241391,21241391,21241391,21241391,21389970.93,21390016.13,21390008.23,21390054.81,21390016.79,21390049.19,21390737.1,21390987.09,23890917.22,23890879.38,23890832.49,23890886.18,23890893.96,23890882.03,23890897.11,23890902.45,23890860.23,23890863.23,23890863.23,NA,NA,NA
"trinidad and tobago","tto",NA,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,NA,NA
"tunisia","tun",NA,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,NA,NA
"turkiye","tur",NA,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,NA,NA
"tuvalu","tuv",NA,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,NA,NA
"tanzania","tza",NA,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,NA,NA
"uganda","uga",NA,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,200520,200520,200520,200520,200520,200520,200520,200520,200520,200520,200520,200520,200520,200520,NA,NA
"ukraine","ukr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,579350,579350,579350,579350,579350,579350,579350,579350,579350,579350,579340,579340,579340,579380,579360,579330,579320,579320,579320,579320,579320,579320,579290,579290,579290,579300,579400,579400,579400,579400,579400,579400,NA,NA
"upper middle income","umc",NA,39267266.35,39267266.35,39267266.35,39267266.35,39267266.35,39267266.35,39267266.35,39267266.35,39267266.35,39267266.35,39267266.35,39267266.35,39267266.35,39267266.35,39267266.35,39267136.35,39267136.35,39267136.35,39267136.35,39267136.35,39267136.35,39267136.35,39267136.35,39267136.35,39267136.35,39267136.35,39267136.35,39267136.35,39267136.35,39267136.35,39267316.35,43509901.35,43509945.35,43509921.35,43509891.35,43509867.35,43509858.35,43481217.35,43480826.35,43546658.35,43546647.55,43545625.78,43552903.37,43552690.13,43552775.5,43656718.1,43656486.5,43656481.5,43653412.74,43653238.03,43653597.56,43653382.56,43650792.66,43650631.53,43650720.01,43650676.01,43644138.01,43644216.91,43644093.53,43640978.03,43656074.1,43654745.93,NA,NA,NA
"uruguay","ury",NA,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,NA,NA
"united states","usa",NA,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9161920,9161920,9161920,9161920,9161920,9161920,9161920,9161920,9147420,9147420,9147420,9147420,9147420,9147420,9147420,9147420,9147420,9147420,9147420,9147420,9147420,9147420,9147420,9147420,NA,NA
"uzbekistan","uzb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425400,425400,425400,425400,425400,425400,425400,425400,435965,435911,435911,435877,435853,435849,435850,435984,435967,435945,435892,435809,435800,435789,435789,440600,440591,440588,440587,440555,440650,440653,440652,440650,NA,NA
"st. vincent and the grenadines","vct",NA,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,NA,NA
"venezuela, rb","ven",NA,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,NA,NA
"british virgin islands","vgb",NA,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,NA,NA
"virgin islands (u.s.)","vir",NA,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,NA,NA
"viet nam","vnm",NA,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,311060,311090,310550,310070,310070,312837,312795,312558,312792,312762,313294,313284,313457,313007.33,313371,313383,313387,313403,313429,313429,313429,313429,313429,313429,NA,NA
"vanuatu","vut",NA,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,NA,NA
"world","wld",NA,104225870.1,104225850.1,104225860.1,104225860.1,104225850.1,104225840.1,104225830.1,104225820.1,104225820.1,104225810.1,104225800.1,104225700.1,104225630.1,104225160.1,104224650.1,104224440.1,104224310.1,104224310.1,104224270.8,104224000.8,104224080.8,104223860.8,104223820.8,104222330.9,104222230.9,104222331,104222231.1,104222221.2,104221231.3,104221231.3,104223141.4,125856203.5,127078827.6,127067070.7,127064120.7,127063665.5,127133005.3,127106973.1,127113760.9,127205656.1,127204476.1,127202279.1,127209405.5,127355946.9,127358689.3,127458477.4,127458249.7,127442369.3,127440810.2,127443187.4,127444197.4,129944210.6,129942438.4,129941818.9,129945451.8,129955249.6,129947963.7,129948830.2,129948646,129944725.5,129783069.3,129718826.2,NA,NA,NA
"samoa","wsm",NA,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2780,2780,2780,2780,2780,2780,2780,NA,NA
"kosovo","xkx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"yemen, rep.","yem",NA,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,NA,NA
"south africa","zaf",NA,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,NA,NA
"zambia","zmb",NA,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,NA,NA
"zimbabwe","zwe",NA,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,NA,NA
